headline,label
這 劇情 真的 很 爛 整 天 打打殺殺 台語 又 不 到 地 看 了 一直 皺眉頭 而且 男人 捨得 自己 的 女朋友 難過 遇事 都 不 講 就 是 男人 嗎 或許 騙得了 一 次 騙不了 永遠 孝子 誰 都 可以 當好 嘛 男人 這 個 腳色 真的 不 適合 這 部 ,0.0
個人 認為 後面 結束 有點 勉強 應該 見好 就 收 硬 要 加入 一些 親情 戲碼 過世 戲碼 有點 多餘 這邊 提到 兩 位 演員 真的 超 會 演 第一 名 一定 是 邱澤 再 來 就 是 主角 的 侄女 很 意外 吧 很少 看見 童星 這麼 會 演 ,0.0
好看 邱澤 很 會 演 無 冷場 好笑 又 感人 大推 優質 國片 ,1.0
真的 很 好看 人物 和 背景 都 很 用心 劇情 和 故事 也 很 感人 真的 非常 推薦 ,1.0
觀影 前 看 預報片 的 時候 就 覺得 完蛋 怎麼 劇 中 那麼多 角色 長 得 跟 之前 的 作品 那麼 相似 沒 新 招 的 嗎 觀影 後 果然 劇情 普普 無 特殊 之 處 笑點 還 好 量 又 少 本 片 沒有 唱歌 跳舞 多 了 背叛 欺騙 與 仇恨 之 元素 這 部 片 三 點 多分 差不多 被 洗倒 四 點 多分 是 有點 太 超過 了 建議 看 過 的 大家 還是 中立 一點 以免 後人 期待度 過 高 ,0.0
真心 覺得 很 普通 比 規格 好 點 只有 後面 打鬥 好 點 ,0.0
非常 棒 的 一 部 動畫 很 適合 全 家 一起 觀賞 無論 是 劇情 架構 或 故事 走向 都 是 一流 的 畫面 的 處理 更 是 凸顯 迪士尼 的 用心 與 專業 本 次 劇情 去 除了 愛情 把 親情 友情 做 一 個 教育 層面 的 昇華 實在 太 值得 推薦 了 ,1.0
很 好看 新式 的 搶劫 題材 夠 而且 有的 地方 竟然 有 笑點 幽默 大推 比 極盜戰 好看 倍 ,1.0
好看 又 哭 又 笑 ,1.0
原來 金剛 的 智慧 已經 進化到 能 製作 具 高能量 的 斧頭 還 會 幫 它 充滿 能量 如果 有 下 集 要是 出現 金剛 拿 著 美國隊 的 盾牌 也 不用 太 驚訝 或是 下 集 搞不好 出現 金剛 聯合 哥吉拉 打敗 外星人 拯救 全 人類 鬼扯 劇情 真是 沒 最 扯 只有 更 扯 超爛片 ,0.0
加入 了 很多 與 韓版 不 一樣 的 元素 在地感 很 親民 ,1.0
喜怒哀樂 呈現 在 電影 裡 能 了 解電影 演 的 過程 只 能 說 好看 不 看 會 後悔 ,1.0
看完 口碑場 第一 次 來 留言 邱澤 和 許瑋甯 的 演技 都 超鑽 值得 進 戲院 看 的 國片 ,1.0
好看 啊 好 過癮 爽片 中 不 俗套 又 有 質感 的 ,1.0
雖然 劇情 大致 猜 的 到 但 男女 主角 演技 顏值 爆表 笑 中 帶 淚 值得 一 看 ,1.0
前面 很 好笑 各 種 爆笑 的 點 直到 後面 的 橋段 開始 各 種 催淚 ,1.0
雖然 是 翻拍 但 劇情 老套 很 灑灑狗血 但是 演員 邱澤 演技 讓 人 眼睛 一 亮 其他 演員 也 都 演 的 很 好 拍攝 畫面 也 導 的 很 好 整體 來 說 是 一 部 很 不錯 的 國產片 個人 覺得 還是 值得 一 看 的 ,0.0
剛 看完 蠻 失望 的 這 部 片 的 節奏 非常 的 奇怪 沒有 太 刺激 的 橋段 槍戰 的 部分 也 只 有 一點點 所有 精彩 的 地方 都 在 預告 了 我 前面 看到 睡著 如果 你 真的 很 想 看 電影 但 找 不 到 更 喜歡 的 可以 看 的話 那 就 勉強 看 這 一 部 吧 ,0.0
客觀 來 說 有點 網路 評價 有點 誇大 了 整體 來 說 只 能 說 還 不錯 但 還 不 到 個人 看過 覺得 非常 好看 的 程度 不得不 說 配樂 及 打鬥 畫面 極 佳 但是 劇情 稍嫌 薄弱 有些 橋段 太多 太過 了 看過 動畫 想 知道 後續 的 劇情 還是 值得 來 看 的 ,0.0
只要 是 消防員 都 給 五星 女生 的 消防員 都 給 一 個 讚 ,1.0
不 想 劇透 太多 但是 認真 投入 去 看 真的 會 哭 我 也 有 聽到 隔壁 擤 鼻涕 的 聲音 意外 發現 鍾欣凌 的 演技 很 棒 雖然 不 是 我 喜歡 看 的 電影 類型 看 了 也 不至於 後悔 只是 我 看完 才 發現 是 大 悲劇 而 我 很 不 喜歡 呀 ,0.0
很 有 啟發 的 一 部 片 不同 的 思維 滿 感動 ,0.0
這 部 在 劇情 打鬥 音效 分鏡 安排 都 很 棒 非常 適合 去 電影院 欣賞 本 片 個人 認為 是 ２０２１年 目前 為止 最佳 電影 ３ ２４ 吉哥 ｖｓ 剛哥 才 有 可能 超越 本 片 吉哥 萬歲 ,1.0
讚讚 讚讚 讚讚 讚讚 讚讚 讚讚 讚讚 讚讚 讚讚 ,1.0
個人 不 喜歡 無腦 爽片 看 了 這 部 有 不同於 單純 只 想 進去 看 特效 的 想法 看完 反而 出現 滿滿 的 既視 感 對應片 中 的 金剛 與 哥吉拉 現實 中 台灣 最近 很 紅 的 綠鬣蜥 議題 這 兩 者 之間 的 關聯度 在 哪 片 中 後段 金剛 掉落 在 一 個 疑似 失落 的 恐龍 世界 包含 一 群 人 乘坐 的 飛行器 也 跟著 飛 了 過去 接著 金剛 立即 跟 某 變種 飛龍 打 了 起來 按照人 設 飛行器 裡 的 人類 也 是 站隊 金剛 這邊 砲火 對準 了 變種 恐龍 接著 恐龍 受到 攻擊 被 金剛 擊退 後 金剛 吃掉 了 恐龍 生態系 因為 人類 的 站隊 不管 是 片 中 發生 的 狀況 或是 現實 中 同樣 都 會 造成 農作物 傷害 的 台灣 獼猴 與 綠鬣蜥 我們 對於 綠 鬣蜥 的 態度 就 是 能 移除 就 移除 死掉 就 算了 但是 現在 已 非 保育 動物 的 台灣 獼猴 呢 農民 放 個 毒餌 什麼 動保 團體 啦 衛道 人士 啦 流浪 動物 協會 啦 什麼 組織 啦 鄉民 啦 網友 啦 獼猴 好好 的 為什麼 要 毒死 猴子 只是 調皮 為什麼 要 殺 他 然後 反觀 那些 放 水 流殺 了 也 沒 人 同情 的 綠鬣蜥 表示 長 得 像 恐龍 錯 了 嗎 ,0.0
大推 情緒 很 到位 好幾 部分 雖然 知道 會 怎麼 發展 但 還是 被 演技 給 感動到 ,1.0
看 著 看 著 就 有 歌詞 浮現出來 最後 的 疼愛 是 手 放開 最後 還是 很 灑狗血 ,1.0
如果 以 一 部 獨立 的 電影 來 看 這 實在 不 是 一 部 好 電影 要 劇情 沒 劇情 要 細膩 場景 也 沒有 更 不要 說 拿來 和 宮崎駿 和 你 的 名字 比 列 這 根本 不 在 一 個 天平 上 好不好 票房 好 未必 就是 好 電影 鐵達尼號 也 沒 被 列為 偉大 的 經典片 這 就 只 是 一 部 同人誌 覺得 很 棒 的 動畫 片 尤其 是 漫畫 愛好 者 給 一 顆 星 是 平均 一下 滿意度 而且 也 沒有 不 給 星 的 選項 這 短評 就 是 希望 不要 給 抱 著 想 看 你 的 名字 或 宮崎駿 電影 影迷 像 我 一樣 的 被 這些 五星 的 網友 短評 騙 進場 而 看 得 很 無奈 有 網友 回應 這 評論 說 畫 不 畫 得 出 這 種 漫畫 你 行 嗎 顆顆 我 當然 畫 不 出 但 難道 影評 都 要 會 拍 電影 嗎 書評 一定 會 寫 書 嗎 還 有 網友 說 可惜 平均 分數 跟 票房 還是 打臉 你 了 顆 顆 我 都 說 了 很多 賣座片 也 是 很 芭辣 的 劇情 至於 說 明明 就 是 不同 類型 的 動漫 你 拿來 做 比較 君 不 見 記者 去 訪問 宮崎駿 問 東 問 西 的 嗎 大家 覺得 好看 我 也 沒 意見 電影本 就 是 見仁見智 歡喜 就 好 ,0.0
眼眶 濕 了 又 乾 乾 了 又 濕 雖然 是 抱 著 看 喜劇 的 心情 進 戲院 的 但 也 意外 感受到 台灣 拍 本土 劇情片 的 能量 與 演員 從 電視 到 大 銀幕 進步 的 實力 與 努力 想必 會 在 今年 的 頒獎 典禮 聽到 這 步片 很多 次 吧 ,1.0
看完 去 看 電影 後 前面 真的 太 拖 了 不如 鋪陳 在 炎柱 上面 效果 會 來 的 更 好 只有 上旋 出現 後 很 熱血 精彩 可惜 了 ,0.0
難得 的 難看 劇情 極 爛 角色 無 魅力 可 言 ,0.0
哭爆 的 電影 推 真的 好看 ,1.0
都 第九 集 了 別 要求 太多 啦 機關 還 算 新鮮 整體 不 差 可惜 在 疫情 間 上映 加油 了 ,0.0
根本 是 地心 冒險 怪獸片 雖說 是 爽片 不 說 劇情 邏輯 很 奇怪 明明 沒 拿到 燃燒 還可以 自己 模擬 當初 金剛 不 去 地心 香港 也 沒 事 ,0.0
我 不 是 鬼粉 也 沒 看過 這 部 動漫 但是 因為 人氣 超高 今天 還是 去 朝聖 了 一下 真的 很 推 看完 會 有 讓 我 想 從 第一 集 開始 追 的 感動 很 讚 ,0.0
這 次 中文 配音 很 入戲 給 專業 就 對了 ,1.0
認真 說 蠻 難看 的 一 整 個 劇情 讓 我 無 感 頭髮 剃掉 好看 多 了 ,0.0
難看到 想 哭 八 家將 的 發情 求嘔 人生 關 我 屁事 爛 劇本 一點 正向 意義 都 沒有 看 不 懂 這 部 片 想要 表達 什麼 如果 觀眾 看完 一 部 電影 卻 毫無 收穫 那 拍 這 部 片 只是 浪費 觀眾 的 時間 ,0.0
覺得 沒有 大家 說 的 那麼 好看 吐槽點 太多 了 電影 最 棒 的 反而 是 他 的 配樂 真是 震撼 人心 扣人心弦 把 情緒 激發揮到 一 個 淋漓盡致 前面 的 交響樂 跟 後面 壞人 出來 那 段 電吉他 也 超棒 的 ,0.0
爛 劇情 男主 有夠 低 什麼 話 不能 講 都 不 知道 有夠 垃圾 ,0.0
好看 雖然 中間 劇情 一直 回溯 但是 這樣 更 讓 人 印象深刻 值得 進 電影院 看 ,1.0
覺得 還好 耶 一度 要 睡著 ,0.0
除了 演技 其他 真的 不 知道 哪裡 好看 了 等 哭 點 等到 劇終 都 還 沒 哭 ,0.0
前 半 段 還 結局 編 得 不 好 前面 把 主角 塑造 得 很 強 結局 卻 草草 了事 虎頭蛇尾 的 感覺 ,0.0
比 預期 的 好看 除了 演技 讓 人 出戲 幾 場 衝突 有點 僵硬 外 大致 是 好看 的 馬志翔 的 演技 真的 很 好 ,0.0
劇情 太 稍嫌 薄弱 一度 看到 睡著 後面 機器人 自己 動 起來 也 有點 牽強 打鬥 場面 是 多 但 無聊 感覺 還是 上 一 集 更 讓 人 激動 ,0.0
看過 漫畫 真的 非常 好看 推薦 大家 去 看 ,0.0
後面 越 分 鍾 太 拖戲 一 部 電影 有 兩 場 告別式 有點 不 知 在 看 什麽 重點 ,0.0
非常 的 好看 感人 幽默 好笑 真的 很 值得 去 看 的 好 片 大推 ,1.0
就 爽片 不可 要求 劇情 因為 實在 牽強 不 合理 太 唬爛 ,0.0
總 覺得 被 追捧 的 太 高 了 劇情 有 感人 但 就 缺少 了 我 認為 動畫版 的 細膩度 就 覺得 只 是 卡通版 的 電影 給 可 星 是 為 了 平衡 一下 過 高 的 星星數 ,0.0
好看 題材 與 想像 中 不同 一 部 爽片 ,1.0
疑問點 跟 大家 一樣 與 原版 的 劇情 差 很多 這麼 強 的 老大 為啥 需要 聽 手下 的 安排 為什麼 內鬼 會 知道 男 主角 的 事情 最 重要 的 是 明明 男 主角 被 子彈 打成 那樣 為什麼 最後 能 只有 輕微 跛腳 出現 而且 他 到底 是 為什麼 知道 藏身 之 處 分給 槍戰 跟 男主 完美 詮釋 冷酷 無情 的 帥 ,0.0
近期 最 喜歡 的 一 部 國片 好笑 好 哭 好 推 ,1.0
只有 後面 精彩 前面 好 長 一 段 真是 想 直接 跳過 ,0.0
這 部 片 是 我 看 過 最 爛 的 一 部 片 整 部 戲 就 一直 重播 的 過去 就 好 啦 爛透 了 ,0.0
身為 一 個 攝影師 必 看 的 片子 真正 的 真相 ,1.0
劇情 轉折 衝突點 強硬 走進來 就 罵 不 是 唯一 表現 方法 演技 完全 沒 進步 只 在 球場 上 入戲 議題 有 但 篇幅 全 放 在 不 必要 的 搞笑 曖昧 上 求 真性 不 高 建議 當 偶像劇 看 就 好 一 星 給 馬志翔 一 星 給 小朋友 小朋友 唱 得 很 棒 ,0.0
很 不錯 情感 部分 很 充足 以外 並且 打殺 畫面 也 是 很 精彩 理解 動漫迷 了 哈哈 只是 如果 縮短 至 小時 會 給 它 顆 星 ,0.0
整體 來 說 是 一 部 娛樂性 十足 的 特效 電影 劇情 上 相對 少量 直接 把 觀眾 帶到 怪獸 對決 的 場面 不過 這 部 電影 的 視角 都 是 以 金剛 的 角度 去 切入 的 對於 金剛迷 來 說 算是 一 個 福音 也 比較 貼近 人類 的 視角 最後 還是 導向 一 個 觀念 最 大 的 敵人 永遠 不 是 這些 地球 上 的 霸主 而是 覬覦 這些 力量 的 人們 這 部 並 沒有 彩蛋 唷 片尾曲 大概 有 十 分鐘 之 久 想 紓壓 的 觀眾 們 可以 去 看看 瞜 ,0.0
好笑 又 感動 的 故事 支持 國片 建議 一定 要 來 看 ,1.0
 帶 小 一女兒 去 看 這 部 電影 好看 動畫 也 很 不錯 ,1.0
這 部 劇場版 是 接續 電視版 的 劇情 所以 沒 看 電視版 的 人 可以 去 補完 集 再 來 看 接收到 的 訊息 會 比較 完整 如果 是 單單 第一 次 看 為了 劇場版 來 看 劇場版 那 我 可以 說 是 看 配樂 跟 動畫 特效 為主 就 打鬥 來 說 精彩 的 是 跟 上參 的 部份 出場 配樂 的確 較為 出彩 情感 要 接收 的話 也 是 接收 得到 不過 還是 強烈 建議 無限 列車篇 當作 接著 看 動畫 劇情 的 心態 來 看 會 比較 平衡 一點 也 比較 好看 一些 ,0.0
好看 從 頭 哭到 尾 邱澤 演技 超讚 ,1.0
超 好看 演員 劇情 都 很 棒 一定 要 帶 面紙 去 ,1.0
沒 看過 韓版 但 台版 在 台詞 運鏡 角色 設計 等等 的 處理 都 看 得 出 用心 也 因此 劇情 雖然 老套 卻 很 能 打中 觀眾 的 心 引起 共鳴 演員 真的 把 情感 傳遞 的 部份 詮釋 得 很 好 ,1.0
超 好看 比 玩命 那 種 浮誇 這 種 相對 較 寫實 重裝 的 更 吸引 我 蓋瑞奇 的 片 一向 不 拖泥帶水 橋段 也 有趣 最 主要 這 次 給 了 史塔克 一 個 超 華麗 神秘 的 角色 設定 也 因為 這 角色 若要 動拳腳 就 了 非常 引人入勝 想 看 他 要 怎樣 達到 他 的 目的 看完 想 二 刷 喬許哈奈特 好 神奇 這 摩多 年 過去 怎麼 還是 這樣 娃娃臉 ,1.0
讓 我 想 再二 刷 的 電影 笑 到 不行 哭 到 不行 ,1.0
有點 沈重 但 同時 也 讓 人 認識到 環境 公害 的 重要 歷史 影響 人類 甚 巨 更 重要 的 是 認識 尤金 這 位 傳奇 攝影師 透過 攝影 傳達給 世人 看 不 見 的 視角 與 訊息 ,0.0
感人 好笑 男女 主角 都 很 用心 演出 ,1.0
整 部 片 除了 特效 怪獸 打架 外 劇情 膚淺 的 毫無 劇情 可 言 笑點 也 很 弱 吃 粗飽 的 片 ,0.0
超 失望 第一 集 很 寫實 第二 集 很 史詩 這 集 完全 變 主題 樂園 ,0.0
整體 而言 還 不錯 沒 看過 動畫 的 可能 代入感 會 比較 低 可 看 也 可 不 看 但 如果 看過 動畫版 的 人 我 是 大推 ,0.0
傑森史塔森 的 電影 絕無 冷場 就 是 好看 ,1.0
我 喜歡 讓 我 笑 的 很 開心 也 哭 的 很 慘 享受 看 電影 的 時間 ,1.0
打鬥 場面 很 夠味 但是 真 劇情 交代 太 籠統 喜歡 哥吉拉 的 會 很 期待 但 以 電影 的 層次 來 說 的確 還是 有 需要 加強 邏輯 的 地方 ,0.0
毫無 冷場 的 好 片 的 早場 八成 滿 ,1.0
線上 影音 平台 到 現在 還 不 出 正版 是 怎樣 ,0.0
將 廢 校 的 原住民 小朋友 努力 唱出 自己 的 聲音 及 特色 ,0.0
愛 你 隔壁 的 哭 到 無法 自我 真的 好看 ,1.0
說真的 沒有 想像 中 好看 不值 的 看 況且 台灣 電影 沒 什麼 進步 空間 ,0.0
真心 覺得 配角 好 吵 東 湊 西湊 的 劇情 ,0.0
很 好看 遊戲 不會 輸 過去 幾 部 劇情 也 不錯 看到 最後 蠻 意外 的 ,1.0
台味 十足 的 電影 給 三 顆 星 不能 在 高 了 純粹 給 女 主角 的 根本 不 值得 到 電影院 觀賞 ,0.0
真的 好好看 前 半 段 很 歡樂 後 半 段 很 感 傷 ,1.0
十分 推薦 帶 小孩 一起 看 的 電影 一 個 字 好看 ,1.0
超級 感人 的 真的 很 值得 推薦 結尾 真是 哭慘 了 ,1.0
蠻 好看 的 呢 轉來轉去 的 手法 槍法 就 是 準 ,1.0
阿成 含 著 眼淚 站 在 餐廳 外 凝視 浩婷 那 幕 超虐 超感人 還 有 最後 他們 在 醫院 的 陽台 那 幕 真的 超美 再 加上 最後 的 音樂 整 個 讓 我 哭 到 不行 超愛 這 部 電影 的 啦 ,1.0
很 好看 演員 們 很 會 演 有 笑 有 淚 ,1.0
也許 是 以前 的 機關 太 成功 開頭 的 機關 就 覺得 失望 後續 的 機關 也 是 毫無 驚豔感 當然 也 可以 解釋成 凶手 畢竟 不 是 所以 機關 遜色 很多 劇情 很 簡單 兇手 也 很 好猜 如果 不 跟 之前 的 作品 比較 其實 勉強 還可以 但 他 又 打 著 奪 魂鋸 的 名號 那 就 相當 不 出色 ,0.0
是 部 大人 也 會 覺得 好看 的 動畫片 ,1.0
這 片 跟 年 韓國片 不 標準 情人 根本 照抄 劇情 人物 完全 一樣 也 太 沒 創意 了 害 我 跟 老婆 浪費 電影票 當作 純粹 支持 國片 吧 希望 國片 能 進步 而 不 是 濫竽充數 ,0.0
故事 情節 既 好笑 又 感人 大 推 眼淚 真的 流 不停 ,1.0
我 覺得 戲劇 張力 不錯 演技 不錯 好看 ,1.0
特效 不錯 但 有點 拖 沒 劇情 有點 普通 ,0.0
最後 一 張 照片 很 震撼 音樂 在 期待值 內 ,0.0
本來 沒有 抱 很 大 的 期望 但 直接 哭爆 ,1.0
片名 應該 叫 哥吉拉 和 金剛 大戰 機械 怪獸 吧 金剛 居然 能 到 地心 得到 能量 巨斧 後 回到 地面 繼續 戰鬥 還 有 一 扇 門 能 讓 金剛 推開 還好 沒有 設計成 能 指紋 開門 功能 最後 是 ,0.0
真的 大推 好看 雙方 演技 都 真的 很 好 能 演 到 心坎 裡 ,1.0
整體 劇情 走向 很 棒 有 融合 臺灣味 ,1.0
第一 次 評分 就 獻給 你 有哭有笑 有 愛情 親情 等 記得 帶上 一 包 衛生紙 愛 你 愛 甲白目眉 邱澤 演 的 真 好 ,1.0
覺 的 很 悶 是 正常 的 嗎 覺 的 不 好看 ,0.0
片名 看起來 很 不 怎樣 但 進 戲院 看 淚腺 爆棚 ,1.0
前 半 部 真的 太 沉悶 看到 睡著 買 票 進去 真的 只是 看 戰鬥 跟 聽 配樂 的 戰鬥 跟 配樂 有 水準 重點 是 動漫 只 出現 ㄧ下下 的 炎柱 電影 也 沒 啥 深刻 介紹 就 領 便當 了 然後 灑 一 堆 狗血 完全 不 理解 哭 點 在 那 沒想像 中 好看 ,0.0
好看 感人 演 的 細膩 男女 主角 都 演 的 很 好 尤其 邱澤 眼神 很 棒 值得 去 看 ,1.0
演員 演技 分 劇情 分 可惜 了 劇情 滿 蝦 的 ,0.0
平平淡淡 的 簡單 翻拍 得 很 台灣 近期 的 國片 都 不錯 給 個 五 顆 支持 ,1.0
完全 是 去 陪看 的 聽 片名 感覺 是 精彩 的 一 個 為 愛 勵志 故事 但 看完 劇情 張力 沒有 完全 都 是 片斷 的 內容 太 淺 草草 了事 三字經 打架 結局 爛死 ,0.0
很 久 沒 看到 好 電影 了 太 好看 了 讚 ,1.0
劇情 一般 般 都 是 很 容易 猜到 的 發展 反派 的 轉折 也 有點 牽強 但 人物 的 性格 刻畫 和 美術 都 很 棒 值得 去 劇院 看 一 次 主角 小 隊 真的 都 很 可愛 ,0.0
根本 是 劇情片 幾乎 沒有 動作 場面 奉勸 還 沒 被 騙 的 人 別 花錢 嘗試 非常 不 值得 ,0.0
邱澤 很 會 演 把 男人 的 純真 和 熱情 演 的 收放 自如 ,0.0
真心 覺得 好看 感動 面紙 真的 要 用到 演員 都 是 實力派 ,1.0
一 開始 還 很 期待 結果 是 翻拍 超無言 ,0.0
劇情 緊湊 動畫 細膩 打鬥 動作 設計 精彩 配樂 動聽 這 次 沒有 歌曲 在 疫情 年 能 看到 迪士尼 如此 高水準制 作 有 感動到 老少咸宜 的 精裝 動畫 進 戲院 看 非常 值得 ,1.0
安潔莉娜 演 的 爛片 保證 劇情 很 空洞 還是 等下 禮拜 的 奪 魂鋸 別 浪費 錢 ,0.0
爽片 音效 不錯 可惜 重複 的 片段 太多 了 有點 拖戲 ,0.0
這樣 鄉土劇 情節 就 能 賺到 台灣 觀眾 眼淚 老梗 的 悲慘 女主 永遠 台式 屁 孩 男 主 老梗 的 轉折 最後 一 個 狗血 結局 我 只 能 說 女主 這 個 人命 真 衰 啊 整 部 電影 說 要 傳達 父權 主義 我 真的 感受 不 到 還是 又 是 一 群 女權 主義 在 那邊 無病呻吟 自作 話題 整 個 電影 大概 就 是 用 中二 無言 老套 來 形容 ,0.0
 少數 拍 的 普片 但 也 在 水準 中間 ,0.0
雖然 是 動畫片 但 劇情 最後 有 感動到 我 好看 ,1.0
看 了 真的 不 後悔 大推 一 波 ,0.0
每 個 人 喜愛 的 電影 和 點 都 不同 我 個人 比較 喜愛 無名弒 類型 這 部 是 陪 同 人 而 觀看 得 ,0.0
推爆 情感 超 細膩 的 一 部 電影 自己 進 戲院 看 就 知道 ,1.0
好看 好看 好看 哭爆 哭爆 哭爆 ,1.0
拍 的 不錯 劇情 簡單 感情 深厚 可以 去 看 支持 一下 國片 ,1.0
原來 是 哥吉拉 跟 金剛 啊 我 還 以為 我 看 的 是 長 得 像 猩猩 的 索爾 跟 環 太平洋 呢 ,0.0
演員 情感 細膩 有 很多 感動 的 地方 面紙 必須 準備好 推 ,0.0
好看 怪獸 打鬥 畫面 刺激 比 前 幾 部 流暢 許多 但 我 還是 睡著 了 ,0.0
過程 很 緊湊 特效 分 劇情 分 純粹 爆米花 動作 爽片 考量 劇情 深度 哥吉拉 怪獸 之 王 還是 好 一些 ,0.0
要 看 的 人 可以 先 客觀 了 解 我 的 觀點 這 是 一 部 劇情 敘述片 非 動作片 有 些許 詼諧 的 片段 不 算 悶片 結局 的 收尾 實在 是 有點 令 人 失望 必須 準備好 不 是 以往 傑森 拍片 風格 ,1.0
真 不 虧 是 蓋瑞奇 超讚 的 啦 好看 傑森史塔森 好 帥 ,1.0
我 覺得 滿 好看 的 雖然 沒有 預期 中 快掉 一 包 面紙 但 可以 感受到 演員 的 情緒 ,1.0
超 好看 沒 冷場 傑森史塔森 太帥 本 以為 應該 是 老套 劫運 鈔車 劇情 但是 穿插 慢慢 導出 報仇 真相 超 好看 ,1.0
配樂 真的 厲害 不過 炭治郎 真的 很 吵 另外 看 這 個 就 在 那邊 說 什麼 好 哭 什麼 的 是 要 多 幼稚 可以 好好 去 體驗 現實 生活 嘛 ,0.0
主角 的 內心 獨白 依舊 冗長到 讓 人 出戲 唯一 的 優點 就 是 出招式 的 特效 其餘 的 真 得 過於 矯情 我 中間 幾度 打呵欠 但 還是 值得 一 看 ,0.0
配樂 給 這 部 加 了 很 大 的 分數 驚悚感 上 身 ,1.0
首先 這 篇 評論 不 是 為 了 投 五 顆 星 抽 電影票 本 片 以 懸疑 的 發展 開場 帶入 父親 眼 中 的 世界 可以 在 過程 中 慢慢 理出 頭緒 知道 何謂 現實 哪些 片段 則 是 父親 腦 中 混亂 的 投射 演員 超高水準 的 表現 讓 人 扎扎實實 地 替 父親 感到 心痛 也 替 女兒 感到 無奈 尤其 當 自己 的 親人 也 有 過 類似 的 狀況 許多 場面 都 讓 人 聯想到 過去 與 外公 的 相處 不時 陷入 回憶 旋渦 多 了 一 份 警惕 也 多 了 一 份 體諒 最後 一 顆 鏡頭 停 在 隨 風 搖曳 的 幾 棵 大樹 那 沙沙 作響 的 樹葉 伴隨 而 來 的 是 難以名狀 的 傷感 ,0.0
太 好看 了 又 好笑 又 好 哭 很 想 二刷 邱澤好 會 演 演員 都 有 下功夫 整 部 電影 搭配 茄子蛋 製作 的 主題曲 非常 過癮 大推 ,1.0
 邱澤 很 可愛 希望 再 看 一 次 ,1.0
和 以往 迪士尼 的 公主 故事 不同 有 親情 友情 的 感動 在 裡面 又 有趣 的 冒險 故事 動畫 景色 美 音樂 好聽 值得 重覆 回味 思索 會 有 想要 去 電影院 再 看 一 次 衝動 大小朋友 都 會 變 和 拉雅 一樣 的 龍迷 ,1.0
題材 沒有 很 愛 尤其 一 開始 那 段 拿 排泄物 洗頭 完全 不 知 意義 超 噁心 ,0.0
先 說 我 自己 覺得 這 部 片 很 普 想 給 顆 星 但 前面 五 顆 星 灌水 太多 必須 平衡 一下 劇情 很 普 有點 沈重 如果 是 傑森迷 再 來 吧 如果 不 是 的話 不 建議 去 電影院 看 ,0.0
爽片 無誤 看到 最後 越 緊張 刺激 人心 險惡 槍擊 場面 無 冷場 ,1.0
過度 神化 造成 有點 失望 特地 看完 動畫 才 看 電影 事先 知道 這 不 是 獨立 故事 而 只是 動畫 劇情 的 接續 看完 這 部 覺得 確實 沒有 電影 的 格局 前面 作夢 太過 冗長 跟 自以為 搞笑 的 梗 不 好笑 又 很 煩 其實 版 就 有 這 種 感覺 了 後面 才 好看 起來 但 回憶 跟 嘴炮 的 時機 差 很 斷 情緒 結尾 也 很 倉促 總結 就是 只有 戰鬥 畫面 好看 好好 整理 劇本 放 在 版 集 感覺 會 比較 適合 ,0.0
好看 裘莉 女神 復出 ,1.0
非常 好看 沒有 一 秒 冷場 也 很 適合 帶 小朋友 一起 看 ,1.0
劇情 緊湊 刺激 爽片 好看 推薦 一 個 ,1.0
沒有 想像 中 好看 但是 聲光 效果 不錯 ,0.0
還 滿 不錯 看 的 尤其 是 兩 人 在 武打 的 動作 真的 很 生動 ,1.0
 這 部 可以 後面 都 在 哭 ,1.0
演員 真的 演 得 很 棒 很 細膩 只 可惜 已 現代 時間軸 來 說 服裝 真的 太 刻意 復古 風格 了 會 讓 人 分身 懷疑 時間 軸 到底 訂 在 什麼 年代 唯一 的 美中不足 ,0.0
也許 是 期待度 很 高 就算 是 到 巨幕廳 觀看 也 覺得 有點 空虛 ,0.0
一 堆 灌水文 一直 拼命 推上 前面 幾 篇 大家 要 仔細 看 清楚 很 容易 就 看出 是 不 是 灌水 的 評價 ,0.0
覺得 好看 又 感人 國片 裡面 算是 蠻 推薦 的 有 機會 可以 二 刷 ,1.0
非常 好看 朋友 還 第二 刷 台片 有 這 種 水準 算 很 好 了 ,1.0
很 久 沒 看 這 種 爽片 了 超過癮 絕對 值得 進 戲院 看 大 螢幕 阿 ,1.0
很 不錯 看 畫面 精緻 美麗 人物 刻畫 可愛 近期 的 佳作 ,1.0
有夠 難看 一半 就 能 猜到 結局 既 不 血腥 也 沒有 反轉 真的 難看 ,0.0
他 的 哭 點 就 是 催淚 音樂 放下去 男女 主角 一起 悲情 的 哭 很 刻意 的 讓 你 跟著 情境 哭 不 是 真的 因為 感動 或者 有 共鳴 而 哭 對於 衝動 又 沒 大腦 遇到 事情 又 不 好好 講 的 男生 女 主角 就 是 很 倒楣 而已 很多 人 說 好看 應該 是 最近 鬧片荒 的 關係 吧 ,0.0
支持 讚 讚讚 邱澤 帥帥帥 到底 要 打 幾 個 字 才 可以 留言 啊 ,1.0
奪 魂 鋸迷 必 看 只是 這 集 鋪梗 敘述 有點 久 機關 真的 少 很多 反派 最後 的 機關 沒有 想像 中 殘忍 ,0.0
